"Squalius cephalus","['freshwater', 'brakish']","native","['Döbel', 'Aitel', 'Däbeler', 'Italienischer döbel', 'Kaukasischer döbel', 'Alert', 'Alet', 'Alp', 'Alsert', 'Alte', 'Alten', 'Altfisch', 'Altl', 'Breitschädel', 'Butt', 'Büttling', 'Debel', 'Deberl', 'Deibel', 'Dickkopf', 'Dickkopp', 'Diebel', 'Diebling', 'Dievel', 'Dirbel', 'Dover', 'Dübel', 'Dübling', 'Düvel', 'Elte', 'Eltfisch', 'Fürn', 'Grosskopf', 'Hartkopf', 'Hassel', 'Hässel', 'Hessel', 'Kilps', 'Knilps', 'Knirpse', 'Kühling', 'Männe', 'Mausefresser', 'Mienen', 'Milbe', 'Minne', 'Moene', 'Mönne', 'Müller', 'Mulm', 'Münne', 'Musebyter', 'Nymphe', 'Pagenfisch', 'Rohrkarpfen', 'Sanddobel', 'Sandeberl', 'Schnattfisch', 'Schnottfisch', 'Schuppert', 'Schuppfisch', 'Serben', 'Weißfisch', 'Weissforelle']","scarce","60.00 cm SL male/unsexed"
"Telestes souffia","['freshwater']","native","['Französischer strömer', 'Strömer', 'Aartzele', 'Budd', 'Friedfisch', 'Griesbangeln', 'Ischer', 'Lambe', 'Lauge', 'Nestling', 'Riemling', 'Riesling', 'Rißling', 'Rüßling', 'Ryserle']","occasional","25.00 cm TL male/unsexed"
"Vimba vimba","['freshwater', 'brakish']","native","['Zährte', 'Nase', 'Nesen', 'Aßling', 'Blaunase', 'Gäse', 'Halnfisch', 'Meernase , Näsling', 'Pretien', 'Rheinankel', 'Russnase', 'Silberzehrte', 'Sindel', 'Weißfisch', 'Wurmfisch', 'Zärte']","occasional","50.00 cm TL male/unsexed"
"Liparis liparis","['brakish', 'marine']","native","['Großer Scheibenbauch', 'Scheibenbauch']","common","15.00 cm TL male/unsexed"
"Liparis montagui","['marine']","native","['Kleiner Scheibenbausch', 'Kleiner Scheibenbauch']","occasional","15.50 cm TL male/unsexed"
"Lophius budegassa","['marine']","native","['Kleiner Seeteufel']","scarce","100.00 cm SL male/unsexed"
"Lophius piscatorius","['marine']","native","['Seeteufel', 'Angler', 'Froschfisch']","occasional","200 cm SL male/unsexed"
"Lota lota","['freshwater', 'brakish']","native","['Quappe', 'Aalquappe', 'Aalraupe', 'Alroppa', 'Alroppe', 'Quappen', 'Rutte', 'Treische', 'Trüsche', 'Aalpuppe', 'Aalruppe', 'Aalruppel', 'Aalrutte', 'Mooserli', 'Putaal', 'Quabbaal', 'Quabbe', 'Quappaal', 'Ruffolkh', 'Ruget', 'Ruppe', 'Ruthe', 'Schnecktrüsche', 'Trusche', 'Wolfsquappe']","common","152 cm TL male/unsexed"
"Molva molva","['marine']","native","['Leng', 'Lengfisch']","occasional","200 cm TL male/unsexed"
"Lumpenus lampretaeformis","['marine']","native","['Spitzschwänziger bandfisch', 'Bandfisch', 'Schlangengrundel']","occasional","50.00 cm TL male/unsexed"
"Coryphaenoides rupestris","['marine']","native","['Grenadier', 'Grenadierfisch']","","110 cm TL male/unsexed"
"Merluccius merluccius","['marine']","native","['Seehecht', 'Europäischer Seehecht', 'Hechtdorsch']","scarce","140 cm TL male/unsexed"
"Mola mola","['marine']","native","['Mondfisch']","","333 cm TL male/unsexed"
"Dicentrarchus labrax","['freshwater', 'brakish', 'marine']","native","['Wolfsbarsch', 'Gemeiner Seebarsch', 'Gemeiner Wolfsbarsch', 'Meerbarsch', 'Salmbarsch', 'Seebarsch', 'Seewolf']","occasional","103 cm TL male/unsexed"
"Chelon auratus","['brakish', 'marine']","native","['Goldmeeräsche']","occasional","61.00 cm FL male/unsexed"
"Chelon labrosus","['brakish', 'marine']","native","['Meeräsche', 'Dicklippen-Meeräsche', 'Dicklippige Großlippige Meeräsche', 'Dicklippige Meeräsche', 'Dicklippige Nordische Meeräsche', 'Großlippige Meeräsche']","common","75.00 cm SL male/unsexed"
"Chelon ramada","['marine']","native","['Meeräsche', 'Dünnlippen-Meeräsche', 'Dünnlippige Meeräsche', 'Großköpfige Dünnlippige Meeräsche']","common","70.00 cm TL male/unsexed"
"Mullus barbatus","['marine']","native","['Meerbarbe', 'Meerbarbe', 'Rotbarbe', 'Rote Meerbarbe']","","38.20 cm TL male/unsexed"
"Mullus surmuletus","['marine']","native","['Meerbarbe', 'Gestreifte Meerbarbe', 'Streifenbarbe']","occasional","40.00 cm SL male/unsexed"
"Hygophum benoiti","['marine']","native","['Ostatlantischer Laternenfisch', 'Benoits Laternenfisch']","","7.80 cm TL male/unsexed"
"Myxine glutinosa","['marine']","native","['Blindinger', 'Inger', 'Myxine', 'Nordatlantischer Inger']","","95.00 cm TL male/unsexed"
"Barbatula barbatula","['freshwater']","native","['Sibirische bartschmerle', 'Bartgrundel', 'Schmerle', 'Sibirische steinschmerle', 'Barlau', 'Flaßschmerle', 'Gäfe', 'Göse', 'Grundel', 'Gründel', 'Krasel', 'Lutte rümpfehen', 'Mös', 'Schmardel', 'Schmarling', 'Schmerl', 'Schmerlem', 'Schmerling', 'Schmirlin', 'Schmirlitt', 'Schmurgel', 'Smerle', 'Steingrund', 'Zirle', 'Zirta']","scarce","21.00 cm TL male/unsexed"
"Osmerus eperlanus","['freshwater', 'brakish', 'marine']","native","['Stint', 'Binnenstint', 'Heilstindt', 'Stindt', 'Heilstint', 'Seestint']","common","45.00 cm TL male/unsexed"
"Galeus melastomus","['marine']","native","['Fleckhai', 'Katzenhai', 'Sägeschwanz', 'Schwarzmaul-Katzenhai', 'Schwarzmundiger Hundshai']","","75.00 cm TL male/unsexed ;90.00 cm TL female"
"Gymnocephalus ambriaelacus","['freshwater']","endemic","[]","","11.69 cm SL male/unsexed"
"Gymnocephalus baloni","['freshwater', 'brakish']","native","['Donau-Kaulbarsch', 'Balons Kaulbarsch']","","15.00 cm SL male/unsexed"
"Gymnocephalus cernua","['freshwater', 'brakish']","native","['Kaulbarsch', 'Pfaffenlaus', 'Gries', 'Hork', 'Kauschbarsch', 'Kugelbarsch', 'Kuhlbarsch', 'Kulbersch , Kulberschke', 'Kutt', 'Kütteberschi', 'Posch', 'Rauiegel', 'Rotzbarb', 'Rotzbarsch', 'Rötzert', 'Rotzkater', 'Rotzwolf', 'Schlickerbarsch', 'Schnotterbarsch', 'Schnotterboars', 'Schroll', 'Steuerbarsch', 'Stuhrt', 'Stune', 'Stur', 'Sturbarsch', 'Tork']","common","25.00 cm TL male/unsexed"
"Gymnocephalus schraetser","['freshwater']","native","['Schrätzer', 'Schraitzer', 'Schrasen', 'Schratz', 'Schrätz', 'Schrätzel', 'Schräzer', 'Staire']","occasional","30.00 cm TL male/unsexed"
"Perca fluviatilis","['freshwater', 'brakish']","native","['Flussbarsch', 'Barsch', 'Bersich', 'Egli', 'Kretzer', 'Akpauz', 'Akpuz', 'Anbeiss', 'Anpass', 'Baas', 'Bahrs', 'Bantz', 'Bärling', 'Bärs', 'Bärsch', 'Barschig', 'Barsching', 'Bärschke', 'Bärschling', 'Barsig', 'Bärsig', 'Beerschke', 'Bersch', 'Berschinger', 'Berschke', 'Berschling', 'Berse', 'Berster', 'Bertsch', 'Boars', 'Bors', 'Börs', 'Börsch', 'Börschling', 'Bundelbarsch', 'Buntbarsch', 'Bürsch', 'Bürschling', 'Bürstel', 'Bürstling', 'Graubarsch', 'Heuerling', 'Hürling', 'Jagebarsch', 'Kieferwurm', 'Knetzer', 'Krätzer', 'Krautbarsch', 'Netzkretzer', 'Pärschke', 'Peerschke', 'Persching', 'Persing', 'Pirschling', 'Pirsing', 'Pischling', 'Pörsch', 'Pörsching', 'Pörschke', 'Rerling', 'Sandkrätzer', 'Schnaz', 'Schranzen', 'Schratz', 'Schratzen', 'Schrotzen', 'Seebarsch', 'Streifbarsch', 'Tiefenbarsch', 'Zockkrätzer', 'Zogkretzer']","common","60.00 cm SL male/unsexed"
"Sander lucioperca","['freshwater', 'brakish']","native","['Zander', 'Sandaten', 'Schill', 'Amaul', 'Candat', 'Hechtbarsch', 'Nagemaul', 'Sandart', 'Sandat', 'Sandbarsch', 'Sandel , Sander', 'Sannat', 'Saumer', 'Saumert', 'Schiel', 'Schindel', 'Zannat', 'Zant']","common","100.00 cm SL male/unsexed"
"Zingel streber","['freshwater']","native","['Streber', 'Pfeiferl', 'Spindelfisch', 'Strengkatze', 'Strever', 'Strichzagel', 'Ströber', 'Strrenkatze', 'Zagel']","occasional","22.00 cm TL male/unsexed"
"Zingel zingel","['freshwater']","native","['Zingel', 'Zindel', 'Zink', 'Zinne', 'Zint']","occasional","48.00 cm SL male/unsexed"
"Eudontomyzon vladykovi","['freshwater']","native","['Donaubachneunauge']","","21.20 cm TL male/unsexed"
"Lampetra fluviatilis","['freshwater', 'brakish', 'marine']","native","['Fluss-neunauge', 'Flußneunauge', 'Lamprete', 'Lamprida', 'Lampride', 'Neunauge', 'Bär', 'Bärel', 'Flußpricke', 'Gemeines', 'Nägenooge', 'Negenauge', 'Negenooge', 'NeünAug', 'Pricke', 'Querder', 'Rheinpricke', 'Uhlen']","scarce","50.00 cm TL male/unsexed"
"Lampetra planeri","['freshwater']","native","['Bachpricke', 'Bachneunauge', 'Kleines Neunauge', 'Neunauge', 'Neunäugler', 'Neunhocker']","occasional","20.50 cm TL male/unsexed"
"Petromyzon marinus","['freshwater', 'brakish', 'marine']","native","['Meer-Neunauge , Große Lamprete', 'Großes Neunauge', 'Lamprete', 'Meerneunauge', 'Neunaugenkönig', 'Seelamprete']","occasional","120 cm TL male/unsexed"
"Pholis gunnellus","['brakish', 'marine']","native","['Butterfisch', 'Neunauge']","common","25.00 cm SL male/unsexed"
"Phycis blennoides","['marine']","native","['Gabeldorsch', 'Großer Gabeldorsch', 'Schleimfischartige Meertrüsche']","scarce","110 cm TL male/unsexed"
"Glyptocephalus cynoglossus","['marine']","native","['Rotzunge', 'Hundszunge', 'Zungenbutt']","occasional","60.00 cm SL male/unsexed"
"Hippoglossoides platessoides","['marine']","native","['Doggerscharbe', 'Rauhe Scharbe', 'Scharbenzunge']","occasional","82.60 cm TL male/unsexed"
"Hippoglossus hippoglossus","['marine']","native","['Heilbutt', 'Weißer Heilbutt']","scarce","470 cm TL male/unsexed ;300 cm TL female"
"Limanda limanda","['brakish', 'marine']","native","['Kliesche', 'Scharbe', 'Scharchen']","common","40.00 cm SL male/unsexed"
"Microstomus kitt","['marine']","native","['Limande', 'Echte Rotzunge', 'Rotzunge']","occasional","65.00 cm TL male/unsexed"
"Platichthys flesus","['freshwater', 'brakish', 'marine']","native","['Flunder', 'Butt', 'Butte', 'Gemeine Flunder', 'Strufbutt', 'Struffbutt', 'Elbbutt', 'Flinder', 'Flinger', 'Goldflunder', 'Graubutt', 'Sandbutt', 'Strombutt', 'Struvbutt', 'Wattbutt', 'Weserbutt']","common","60.00 cm TL male/unsexed"
"Pleuronectes platessa","['brakish', 'marine']","native","['Scholle', 'Goldbutt', 'Schullen']","common","100.00 cm SL male/unsexed"
"Cottunculus microps","['marine']","native","['Nordatlantische Groppe']","","30.00 cm SL male/unsexed"
"Amblyraja radiata","['brakish', 'marine']","native","['Sternrochen', 'Sternroche']","scarce","105 cm TL male/unsexed"
"Dipturus batis","['marine']","native","['Glattrochen', 'Gemeiner Rochen', 'Glattroche', 'Grauer Rochen', 'Rochen']","scarce","285 cm TL male/unsexed"
"Leucoraja fullonica","['marine']","native","['Chagrinroche', 'Chagrinrochen', 'Fullers Rochen', 'Walkerrochen']","scarce","120 cm TL male/unsexed ;111 cm TL female"
"Raja clavata","['marine']","native","['Nagelrochen', 'Dornrochen', 'Keulen-Stachel', 'Keulenrochen', 'Keulenstachel', 'Nagelroche', 'Stachelrochen', 'Steinrochen', 'Rochen']","scarce","105 cm TL male/unsexed ;139 cm TL female"
"Raja montagui","['marine']","native","['Fleckrochen', 'Fleckenrochen', 'Gefleckte Roche', 'Gefleckter Rochen', 'Mittelmeer Sternrochen', 'Rochen']","","102 cm TL male/unsexed"
"Raniceps raninus","['brakish', 'marine']","native","['Froschdorsch', 'Froschquappe']","common","30.00 cm TL male/unsexed"
"Coregonus albula","['freshwater', 'brakish']","native","['Kleine Maräne , Zwergmaräne', 'Albuli', 'Felchen', 'Maräne', 'Marene', 'Marenke', 'Marenken', 'Marinchen', 'Renke', 'Schnäpel', 'Zolfisch']","","48.00 cm TL male/unsexed"
"Coregonus arenicolus","['freshwater']","native","['Bodensee Sandfelchen']","","55.00 cm SL male/unsexed"
"Coregonus bavaricus","['freshwater']","endemic","['Kilch', 'Ammersee kilch', 'Ammerseekilch', 'Kilchen', 'Kirchenfisch', 'Kirchfisch']","","24.10 cm SL male/unsexed"
"Coregonus fontanae","['freshwater']","native","['Stechlin-Maräne']","","12.60 cm SL male/unsexed"
"Coregonus hoferi","['freshwater']","endemic","['Schwebrenke']","","35.00 cm SL male/unsexed"
"Coregonus holsatus","['freshwater']","endemic","[]","","47.00 cm SL male/unsexed"
"Coregonus lavaretus","['freshwater']","introduced","['Große Maräne', 'Blaufelchen', 'Gangfisch', 'Kilch', 'Kleine Maräne', 'Lavaret', 'Ostseemaräne', 'Ostseeschnepel', 'Sandfelchen', 'Silberfelchen', 'Wandermaräne', 'Felchen', 'Maräne', 'Renke', 'Schnäpel']","","73.00 cm TL male/unsexed"
"Coregonus lucinensis","['freshwater']","endemic","['Kleine Maräne', 'Quietschbükers']","","16.00 cm SL male/unsexed"
"Coregonus macrophthalmus","['freshwater']","native","['Gangfisch', 'Albuli', 'Balchen', 'Blauling', 'Bläuling', 'Felchen', 'Fölchen', 'Hägling', 'Häugling', 'Rheinanke', 'Sterzling', 'Stüben']","","30.00 cm SL male/unsexed"
"Coregonus maraena","['freshwater', 'brakish']","native","['Ostseeschnäpel', 'Maräne', 'Wandermaräne', 'Bratfisch', 'Breitfisch', 'Kaiserfisch', 'Knöpfling', 'Meermaraene', 'Peipusmaraene', 'Rindling', 'Sandgangfisch', 'Schaalsee Maräne', 'Seemaraene', 'Selentermaräne', 'Silberfelchen']","","130 cm TL male/unsexed"
"Coregonus maraenoides","['freshwater']","introduced","[]","","60.00 cm SL male/unsexed"
"Coregonus peled","['freshwater']","introduced","['Peledmaräne', 'Felchen', 'Maräne', 'Renke', 'Schnäpel']","","50.00 cm TL male/unsexed"
"Coregonus pidschian","['freshwater', 'brakish', 'marine']","native","['Europäischer Kilch', 'Kleine Bodenrenke']","","50.00 cm SL male/unsexed"
"Coregonus renke","['freshwater']","native","['Starnberger Renke']","","29.00 cm SL male/unsexed"
"Coregonus wartmanni","['freshwater']","native","['Blaufelchen', 'Balchen', 'Blauling', 'Bläuling', 'Felchen', 'Fölchen', 'Hägling', 'Halberling', 'Halbfelch', 'Häugling', 'Heuerling', 'Heunerling', 'Rheinanke', 'Riedling', 'Seben', 'Seeben', 'Sterzling', 'Stüben']","","50.00 cm TL male/unsexed"
"Coregonus widegreni","['freshwater', 'brakish']","native","['Schalsee Maräne', 'Selenter Maräne']","","55.00 cm SL male/unsexed"
"Hucho hucho","['freshwater']","native","['Huchen', 'Sibirischer Huchen', 'Donaulachs', 'Donausalm', 'Hauch', 'Heuch', 'Huch', 'Hüchel', 'Huech', 'Hurch', 'Rotfisch']","scarce","150 cm TL male/unsexed"
"Oncorhynchus mykiss","['brakish']","introduced","['Forelle', 'Lachsforelle', 'Regenbogenforelle', 'Stahlkopfforelle', 'Amerikanische regenbogenforelle', 'Föhre']","common","122 cm TL male/unsexed"
"Salmo salar","['freshwater', 'brakish', 'marine']","native","['Lachs', 'Atlantischer lachs', 'Atlantischer salmon', 'Echter lachs', 'Las', 'Salm', 'Salmling', 'Wildlachs', 'Blaulaß', 'Elblachs', 'Grilse', 'Hakenlachs', 'Laichlachs', 'Laß', 'Mailachs', 'Parr', 'Randel', 'Rheinlachs', 'Rheinsalm', 'Salmen', 'Schwarzlachs', 'Sommersalm', 'Speitzken', 'St. Bartholomäuslachs', 'St. Jakobssalm', 'Struvitzen', 'Weserlachs', 'Wintersalm , Lafafo (Prussian']","common","150 cm TL male/unsexed ;120 cm TL female"
"Salmo trutta","['freshwater', 'brakish', 'marine']","native","['Forelle', 'Forelle', 'Meerforelle', 'Bachforelle', 'Bachforelle', 'Forelle', 'Lachförch', 'Lachsforelle', 'Lachsforelle', 'Lachsforelle', 'Lassföhren', 'Seeforelle', 'Alpforelle , Bergforelle', 'Blauforelle', 'Breden', 'Ferchen', 'Flußforelle', 'Föhre', 'Goldforelle', 'Goldlachs', 'Grundföhre', 'Grundforelle', 'Herbstlachs', 'Illanke', 'Inlanke', 'Maiferche', 'Maiföhre', 'Maiforelle', 'Mailachs', 'Möllitz', 'Rheinanke', 'Rheinlanken', 'Saalfisch', 'Schwarzforelle', 'Schwarzlachs', 'Seeferche', 'Seeförne', 'Silberforelle', 'Silberlachs', 'Steinforelle', 'Strandlachs', 'Stromforelle', 'Sülberlaß', 'Teichforelle', 'Trump', 'Waldforelle', 'Weißforelle', 'Zahlfisch']","common","140 cm SL male/unsexed"
"Salvelinus alpinus","['freshwater', 'brakish', 'marine']","native","['Seesaibling', 'Schwarzreuter', 'Schwarzreuther', 'Seeforelle', 'Tiefsee-Saibling', 'Wandersaibling', 'Saibling']","","107 cm TL male/unsexed"
"Salvelinus evasus","['freshwater']","endemic","['Ammersee-Saibling']","","30.00 cm SL male/unsexed"
"Salvelinus fontinalis","['freshwater']","introduced","['Bachsaibling', 'Amerikanischer bachsaibling', 'Amerikanischer saibling', 'Elsässer saibling', 'Saibling', 'Tiegerfisch']","","86.00 cm SL male/unsexed"
"Salvelinus profundus","['freshwater']","native","['Bodensee-Tiefensaibling']","","24.00 cm SL male/unsexed"
"Salvelinus umbla","['freshwater']","native","['Schwarzrötel', 'Ritter', 'Rötel', 'Röteli', 'Rotforelle', 'Rötling', 'Saibling', 'Salbling', 'Schwarzreuterl', 'Seesaibling', 'Wildfangsaibling']","","75.00 cm SL male/unsexed"
"Thymallus thymallus","['freshwater', 'brakish']","native","['Äsche', 'Asch', 'Ombretta', 'Aesch', 'Aesche', 'Aescher', 'Aeschling', 'Asche', 'Federäsche', 'Garr', 'Gräsling', 'Harr', 'Mailing', 'Mayling', 'Meiling', 'Perpel', 'Spalt', 'Spelt', 'Sprengling', 'Sprenzling', 'Springer', 'Springling', 'Sprönzling', 'Sprötzling', 'Stalling', 'Stilling', 'Stolling', 'Zeitasch']","","60.00 cm TL male/unsexed"
"Argyrosomus regius","['brakish', 'marine']","native","['Umberfisch', 'Adlerfisch', 'Umber']","scarce","230 cm TL male/unsexed"
"Scomberesox saurus","['marine']","native","['Makrelenhecht', 'Echsenhecht', 'Seehecht', 'Skipper']","scarce","50.00 cm TL male/unsexed"
"Katsuwonus pelamis","['marine']","native","['Echter Bonito , Bauchstreifiger Bonito', 'Bonito', 'Thunfisch', 'Thunfischwurst', 'Thunfischwürstchen']","","110 cm FL male/unsexed"
"Orcynopsis unicolor","['marine']","native","['Bonito', 'Einfarb-Pelamide', 'Glatter Bonito', 'Ungestreifter Pelamide']","scarce","130 cm FL male/unsexed"
"Sarda sarda","['brakish', 'marine']","native","['Bonito', 'Pelamide', 'Unechter Bonito']","","91.40 cm FL male/unsexed"
"Scomber scombrus","['brakish', 'marine']","native","['Makrele', 'Atlantische Makrele', 'Gemeine Makrele']","common","60.00 cm FL male/unsexed"
"Thunnus thynnus","['marine']","native","['Roter Thun', 'Atlantischer Thunfisch', 'Blauflossen Thun', 'Großer Thun', 'Thune', 'Thunfisch']","scarce","458 cm TL male/unsexed"
"Lepidorhombus whiffiagonis","['marine']","native","['Scheefschnut', 'Flügelbutt', 'Scheefsnut']","","60.00 cm TL male/unsexed"
"Scophthalmus maximus","['marine']","native","['Steinbutt', 'Haandreiß', 'Steinbutte']","common","100.00 cm SL male/unsexed"
"Scophthalmus rhombus","['brakish', 'marine']","native","['Glattbutt', 'Kleist', 'Tarbutt']","common","75.00 cm TL male/unsexed"
"Zeugopterus norvegicus","['marine']","native","['Norwegischer Zwergbutt', 'Zwergbutt']","scarce","12.00 cm SL male/unsexed"
"Zeugopterus punctatus","['marine']","native","['Zwergbutt', 'Haarbutt']","occasional","25.00 cm SL male/unsexed"
"Scyliorhinus canicula","['brakish', 'marine']","native","['Kleiner Katzenhai', 'Katzenhai', 'Kleingefleckter Katzenhai']","","100.00 cm TL male/unsexed"
"Scyliorhinus stellaris","['marine']","native","['Großer Katzenhai', 'Großgefleckter Katzenhai', 'Hundshai', 'Katzenhai', 'Pantherhai']","","170 cm TL male/unsexed"
"Silurus glanis","['freshwater', 'brakish']","native","['Wels', 'Europäischer flußwels', 'Uwelra', 'Waller', 'Weller', 'Welro', 'Wils', 'Wilß', 'Donauwels', 'Schaden', 'Schaiden', 'Schait', 'Scharn', 'Scheid', 'Scheidel', 'Wälin', 'Wallerfisch', 'Wölz']","occasional","273 cm TL male/unsexed"
"Buglossidium luteum","['marine']","native","['Zwergzunge', 'Seezunge', 'Zwergseezunge']","","20.00 cm TL male/unsexed"
"Solea solea","['brakish', 'marine']","native","['Seezunge', 'Zunge']","","70.00 cm SL male/unsexed"
"Somniosus microcephalus","['brakish', 'marine']","native","['Eishai', 'Grönlandhai', 'Grundhai']","","427 cm TL male/unsexed ;550 cm TL female"
"Boops boops","['marine']","native","['Gelbstriemen', 'Blöker', 'Gelbstrieme']","","40.00 cm TL male/unsexed"
"Pagellus bogaraveo","['brakish', 'marine']","native","['Graubarsch', 'Blaubarsch', 'Nordische Meerbrasse', 'Seekarpfen , Dorade', 'Meerbrasse', 'Nordischer Meerbrassen']","scarce","70.00 cm SL male/unsexed"
"Spondyliosoma cantharus","['brakish', 'marine']","native","['Streifenbrasse', 'Dorade', 'Meerbrasse', 'Seekarpfe', 'Seekarpfen', 'Streifenbrassen']","scarce","60.00 cm SL male/unsexed"
"Squalus acanthias","['brakish', 'marine']","native","['Dornhai', 'Dornfisch', 'Gefleckter Dornhai', 'Gemeiner Dornhai', 'Gewöhnlicher Dornhai', 'Grundhai', 'Schillerlocken']","","160 cm TL male/unsexed ;122 cm  female"
"Squatina squatina","['marine']","native","['Engelhai', 'Europäischer Meerengel', 'Gemeiner Meerengel', 'Gemeiner Meerengelm', 'Gewöhnlicher Engelhai', 'Meerengel , Chagrin']","","183 cm TL male/unsexed ;244 cm TL female"
"Chirolophis ascanii","['marine']","native","['Stachelrücken', 'Buschträger']","","25.00 cm SL male/unsexed ;18.00 cm TL female"
"Entelurus aequoreus","['brakish', 'marine']","native","['Große Schlangennadel']","scarce","40.00 cm TL male/unsexed ;60.00 cm TL female"
"Hippocampus hippocampus","['marine']","native","['Seepferdchen', 'Kurzschnäuziges Seepferdchen']","scarce","15.00 cm TL male/unsexed"
"Nerophis lumbriciformis","['marine']","native","['Wurmfisch', 'Krummschnauzige Schlangennadel']","","15.00 cm TL male/unsexed ;17.00 cm TL female"
"Nerophis ophidion","['brakish', 'marine']","native","['Kleine Schlangennadel']","common","29.00 cm TL male/unsexed ;30.00 cm TL female"
"Syngnathus acus","['brakish', 'marine']","native","['Große Seenadel']","occasional","50.00 cm TL male/unsexed"
"Syngnathus rostellatus","['brakish', 'marine']","native","['Kleine Seenadel']","common","18.50 cm TL male/unsexed"
"Syngnathus typhle","['marine']","native","['Schmalschnäuzige Seenadel', 'Grasnadel', 'Pfeifenfisch', 'Schmalschnäutzige Seenadel']","common","35.00 cm TL male/unsexed"
"Tinca tinca","['freshwater', 'brakish']","native","['Schleie', 'Alia', 'Schlei', 'Schlien', 'Slia', 'Goldschleie', 'Liebe', 'Schleiche', 'Schleichfisch', 'Schleichkarpfen', 'Schleiforelle', 'Schlein', 'Schley', 'Schlie', 'Schlüpfling', 'Schuster', 'Slie']","common","70.00 cm SL male/unsexed"
"Echiichthys vipera","['marine']","native","['Viperqueise', 'Kleines Petermännchen', 'Kleines Vipermännchen']","","27.70 cm TL male/unsexed"
"Trachinus draco","['marine']","native","['Petermännchen', 'Gewöhnliches Petermännchen', 'Großes Petermännchen', 'Stachelfisch']","common","53.00 cm TL male/unsexed"
"Galeorhinus galeus","['marine']","native","['Biethai', 'Australischer Hundshai', 'Gemeine Meersau', 'Großer Hundshai', 'Hundshai', 'Hundshai', 'Schulhai']","","193 cm TL male/unsexed ;195 cm TL female"
"Mustelus asterias","['brakish', 'marine']","native","['Glatthai', 'Gefleckter Hundshai', 'Nördlicher Glatthai', 'Weißgefleckter Glatthai']","","154 cm TL male/unsexed"
"Chelidonichthys lastoviza","['marine']","native","['Gestreifter Knurrhahn']","","40.00 cm TL male/unsexed"
"Chelidonichthys lucerna","['brakish', 'marine']","native","['Knurrhahn', 'Roter Knurrhahn', 'Seeschwalbe']","common","82.80 cm TL male/unsexed"
"Eutrigla gurnardus","['brakish', 'marine']","native","['Knurrhahn', 'Grauer', 'Grauer Knurrhahn']","common","60.00 cm TL male/unsexed"
"Trigla lyra","['marine']","native","['Leierknurrhahn', 'Leierhahn', 'Pfeifenfisch', 'Pfeifer Knurrhahn']","","60.00 cm TL male/unsexed"
"Umbra krameri","['freshwater']","introduced","['Europäischer Hundsfisch', 'Hundsfisch', 'Ungarischer Hundsfisch']","scarce","17.00 cm TL male/unsexed"
"Umbra pygmaea","['freshwater']","introduced","['Kleiner Hundsfisch', 'Amerikanischer Hundsfisch']","fairly common","13.70 cm TL male/unsexed ;15.00 cm TL female"
"Hypophthalmichthys molitrix","['freshwater', 'brakish']","introduced","['Silberkarpfen', 'Tolstolob']","occasional","120 cm TL male/unsexed"
"Xiphias gladius","['marine']","native","['Schwertfisch']","occasional","455 cm FL male/unsexed"
"Zeus faber","['marine']","native","['Petersfisch', 'Europäischer Heringskönig', 'Hering-könig', 'Heringskönig', 'Sankt Petersfisch', 'Sankt Petersfisch']","","90.00 cm TL male/unsexed"
"Zoarces viviparus","['brakish', 'marine']","native","['Aalmutter']","common","52.00 cm TL male/unsexed"
